ID_REF,GSM1583224,GSM1583225,GSM1583226,GSM1583227,GSM1583228,GSM1583229,GSM1583230,GSM1583231,GSM1583232,GSM1583233,GSM1583234,GSM1583235,GSM1583236
1314,4.855099209,4.558802308,5.039536176,4.945479564,4.969904319,5.045551635,5.284040888,4.81837446,4.905425334,4.830282482,4.904146063,4.870464886,5.036829769
1315,6.7341949,6.474186017,6.664301008,6.858155301,6.672886288,7.118384631,6.727478043,6.999586673,6.936954892,6.731951312,6.854466727,6.888676879,7.083397597
1316,7.300883653,6.994935386,6.734489674,6.961804087,6.175077891,6.702734705,7.242435091,6.758618657,6.734188213,8.09525654,6.963611036,6.459329337,7.221858336
1317,6.494829953,6.239726357,6.618537646,7.055290168,6.07961881,7.399058882,7.06939119,7.166367144,6.907654592,5.875011878,7.156323682,6.192926484,6.956050163
1318,5.397581243,4.044014718,4.543380726,5.185476389,3.786351666,5.265874603,4.957346304,5.005372098,5.253220889,5.160564248,4.657879872,4.684245997,5.29492387
1325,4.41306056,4.529885444,4.529885444,4.434036928,4.595132671,4.623345045,4.529885444,4.274509973,4.529885444,4.780920264,5.229868354,4.816047663,3.723313372
1326,7.588104249,7.129601771,6.47997848,6.693492217,6.264757038,6.524517114,6.663986921,6.341092767,6.623264716,7.547668602,6.788774978,6.70113416,7.209556912
1327,7.370278615,7.391770906,7.398643163,7.495050465,7.712469797,7.444760053,7.178271704,7.485338908,7.616462671,7.496309846,7.524407976,7.499713099,7.266966824
1329,9.052800003,8.713494807,8.783836066,8.947431695,8.836488203,8.488483363,8.713448499,8.949500204,9.003600674,8.920439114,9.150864804,9.016225031,8.591507979
1337,5.612348284,5.537027371,5.65897797,5.833046937,5.407561997,5.791302739,5.555821981,5.6190137,5.771821786,5.629930899,6.058550079,5.916728619,5.837576963
1339,2.302335427,2.302335427,2.343618872,2.318054084,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.30842142,2.302335427,2.302335427,2.302335427
1340,11.28630173,11.17057745,10.9768146,11.28315028,11.15329157,11.25164964,11.14522878,11.02194089,11.32353405,11.43641535,11.51352918,11.05695969,11.03219301
1345,11.11236926,11.86971295,11.35863275,11.81982157,11.26411148,11.22634832,11.40153607,11.19924421,12.24068748,11.59106336,11.23634079,10.70868409,10.82399173
1346,7.826372793,6.304041127,7.297925606,5.221811672,6.198890714,4.922017302,5.447296014,4.63679187,6.549227859,4.058657234,2.613805683,4.363575053,6.26675949
1347,9.771478828,9.999706104,9.57537178,9.738728873,9.734297473,10.13502022,10.13069042,9.859013507,10.15361434,9.58433554,10.10295517,9.649047746,9.630416881
1349,8.014225957,8.173051842,8.558827117,8.503088588,7.975488769,8.605657394,8.065608201,8.269613939,8.546411543,8.150479796,8.479439748,8.232337209,7.982186591
1350,10.79685889,10.74430082,10.51853776,10.75984835,10.34514593,10.56971592,10.58294824,10.33842565,10.75704383,10.77616737,10.87703858,10.4707994,10.25965757
1351,8.059747217,8.069136439,8.521512961,8.397933656,8.179863492,7.803869959,7.906585662,8.259369332,8.592049672,8.702947788,9.364387445,8.349980837,8.164360103
1352,3.200148539,3.546691324,3.153041453,2.63327265,2.714079595,3.405393665,3.128850318,2.702954169,3.621020466,3.039877141,3.249656355,2.671306928,3.515431634
1353,4.372835722,4.518536547,4.555631112,4.704906942,4.344079512,5.165611648,4.491494406,4.876121495,4.746323748,4.688363149,4.950522767,4.936544469,4.880119114
1355,6.423506046,6.514504216,6.356357735,6.363345936,6.534241833,6.583658085,6.323105999,6.487673376,6.386153286,6.172442347,6.417801773,6.301576856,6.601640462
1356,8.839532177,9.848430902,8.809428436,9.906580161,9.567384,10.61154607,10.16912992,10.10871436,8.679937195,9.25111578,9.668971672,10.47221163,10.48009397
1357,2.302727231,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.305750576,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1358,2.302335427,2.302335427,2.304826256,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1359,2.305842744,5.111994547,3.27170401,2.302335427,3.203510601,2.303869948,5.202371622,3.203397157,3.704770692,3.085904537,2.801570097,4.655512946,2.302335427
1360,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1361,2.302335427,2.302335427,2.337487181,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1362,7.999473452,7.579544663,7.749962682,8.314485326,8.509890942,8.741022586,8.129323283,8.316049669,8.073139093,7.881008675,8.053932416,8.35408813,8.614749684
1363,2.309236722,2.308865023,2.309236722,2.309236722,2.309236722,2.68756391,2.309236722,2.374926729,2.512133943,2.309236722,2.309236722,2.309236722,4.431751786
1364,6.083121437,5.708571546,6.360061795,5.363416173,5.687269063,5.17711771,5.90182166,5.251531715,5.744868071,6.154992445,6.165652899,5.557715809,5.775654765
1365,4.789649902,4.953976299,5.049490022,4.768217748,4.209389111,4.499800549,5.302187581,4.98951575,4.75449078,6.598330118,6.61021199,5.64133592,5.426558766
1366,7.219414331,7.054270255,7.172949079,7.235328237,6.537720631,7.539370311,8.161161781,6.948743525,7.181448967,6.922425661,7.641571391,7.102900666,7.51629216
1368,3.366157185,2.765304195,2.793244027,2.932541453,2.753692169,2.813177359,2.793596369,2.86548627,2.961083442,3.221184136,2.907344248,2.727276371,3.893197024
1369,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1370,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1371,4.223462951,4.223462951,4.223462951,4.228289719,4.224164046,4.679082572,4.273000966,4.412441337,4.355878692,3.957411011,4.267593842,4.136054255,4.462388098
1373,2.302808652,2.302335427,2.310541878,2.302335427,2.302335427,2.30246649,2.302335427,2.336783146,2.302335427,2.682430247,2.468384689,2.302335427,2.366461592
1374,3.463684143,3.282914302,2.987256869,3.613400084,3.589226487,3.893350696,3.553825515,3.618837182,4.024887435,3.029237463,3.612083547,3.050258888,3.671573585
1375,4.933340684,4.79886258,4.859134046,4.988921956,4.918714079,5.129451854,5.726585096,4.954039427,4.850585488,5.272263229,4.469095013,5.034454359,4.761499853
1376,4.35225449,4.335732649,5.158146316,4.888469977,4.009162729,4.67804668,4.313877439,4.522432213,4.671590441,4.523119806,5.045723409,4.243633724,4.639227434
1378,2.523491347,2.306580309,2.303379447,2.42742538,2.303379447,2.561222228,2.545660808,2.305234228,2.354178759,2.313532561,2.307650279,2.391240373,2.854134251
1379,2.379301961,2.302335427,2.302335427,2.313890581,2.302335427,2.304885276,2.815500019,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1380,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1381,2.302526121,2.302335427,2.302335427,2.302335427,2.302335427,2.302834731,2.304291053,2.323741344,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1382,2.302335427,2.302335427,2.705979753,2.316714972,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1384,2.767423865,2.396717257,3.449376192,2.631127459,2.396717257,2.624073202,2.765619151,2.372440263,2.399061495,2.396717257,2.453239651,2.396717257,2.396717257
1385,6.02760958,5.911791592,6.280626939,6.233309712,6.438938446,6.491298853,6.264660066,6.322033973,6.44419699,6.390885512,6.381952001,6.426312374,6.5909293
1386,5.1270324,4.660155679,5.023100924,5.024472117,4.966761302,5.022209576,4.760973749,5.086435134,5.119193936,5.027785997,4.874190758,4.906685094,5.161159648
1387,3.996313627,4.259299766,4.553077523,4.438995694,4.624596788,4.21957668,4.304446189,4.675330958,4.254393968,4.232906296,4.399347384,4.383195046,4.533815892
1388,3.56585238,3.557050663,3.901313676,3.560720642,3.618102032,3.456841839,3.985893562,3.81234015,3.772024163,3.869802249,4.217880826,3.753469123,4.159578494
1389,6.226289109,6.805781012,6.705748054,6.35105724,6.039026135,6.212009092,6.175454698,6.569985025,6.564119749,6.943867824,6.454484217,5.822651974,6.742020362
1390,4.077075006,4.089945744,3.926814846,3.80896702,3.770343052,4.217213672,4.060693101,3.75572546,3.961555706,4.049415914,3.62539951,3.760530051,3.69337161
1392,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.535726052,2.302335427,2.302335427,2.302335427,2.437861151,2.306605632,2.302335427
1393,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1394,2.302335427,2.311204672,2.302335427,2.363442238,2.302563757,2.302489583,2.302335427,2.302335427,2.302335427,2.304022892,2.302335427,2.302335427,2.302335427
1395,2.305336773,2.302335427,2.302335427,2.302335427,2.302347874,2.302335427,2.330235757,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1396,9.838074671,10.17421057,10.43019776,9.606486507,8.846153356,9.72130996,10.06869223,10.05932559,10.21852574,10.03548049,9.609972671,9.596086559,9.933751001
1397,2.365057214,3.115674644,2.379749616,2.393934116,2.362639251,2.362639251,2.460930356,2.362639251,2.41236633,2.362639251,3.115821678,2.362639251,2.362639251
1398,6.036478441,5.923762103,5.800921518,6.00609929,6.4640302,6.261082581,6.14166897,6.224083305,5.927800756,6.172273031,6.400355551,5.946195156,6.599522553
1399,6.083793774,5.500429689,5.407275543,5.882150754,5.65509678,5.76252309,5.751236614,5.737247858,5.672741856,5.695511581,5.527197825,5.401553715,5.550137001
1400,2.303108834,2.303108834,2.303108834,2.302335427,2.303126537,2.303108834,2.303108834,2.397068468,2.303108834,2.308964387,2.303108834,2.303108834,2.303108834
1401,2.3313876,2.330510076,2.330510076,2.330510076,2.330510076,2.302335427,2.33105755,2.330510076,2.330510076,2.330510076,2.337043332,2.352153684,2.330510076
1404,2.302335427,2.302335427,2.309571983,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1406,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302972005,2.302335427,2.302335427,2.302335427
1407,5.699876663,5.085199815,4.389675475,4.880104827,4.46252782,6.188721695,5.667914534,5.864714628,5.975663393,5.619530271,5.098250731,5.044242594,5.939541585
1408,5.451991402,6.359979418,6.178429708,5.570628606,5.288880833,5.853477522,5.395494349,5.40074245,5.956649487,6.149004293,6.71304737,6.072273753,5.432023754
1409,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1410,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.310080583,2.892201829,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1411,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1412,2.327554511,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1413,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1414,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1415,4.490290073,4.148996461,3.703094655,4.608727064,5.458855292,4.395632259,4.660160927,4.290660967,4.307514409,4.554082923,5.151414558,4.440802722,4.335580279
1416,2.986409328,3.260764344,3.507727214,3.140247063,3.01729788,3.435286924,3.371597777,3.241910915,3.382795979,3.21717956,3.448635358,3.531677043,3.287532011
1417,2.303713681,2.312714157,2.309949015,2.303713681,2.303713681,2.303713681,2.35313173,2.303713681,2.303713681,2.361895542,2.303713681,2.303713681,2.303713681
1418,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1419,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1420,2.338285938,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654,2.311489654
1421,2.302335427,2.302335427,2.302335427,2.302335427,2.357125418,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1427,2.652266932,2.433556903,2.39123346,2.406969716,2.7489178,2.456547869,2.520639587,2.454277694,2.39123346,2.400469262,2.454277694,2.880019263,2.457550087
1428,8.389890903,7.781958655,8.831203435,8.80464165,8.513854895,8.589168877,8.665722558,8.845150139,8.384094702,7.932456799,8.517883215,8.614155489,7.702375008
1429,5.748864277,5.744645555,5.748864277,4.762042401,5.511060658,5.748864277,5.97601228,6.003450745,5.773559719,5.669106376,5.321513182,5.871909142,5.60600805
1431,8.732573762,8.24473529,8.143721554,8.47937888,8.843492856,8.382412107,8.519556506,8.417922657,8.652803761,8.100522807,8.53298063,8.069007419,8.595681841
1432,6.37065909,6.168343111,6.020452733,6.343166319,6.514602854,6.328937228,6.047554998,6.256028469,6.117015136,6.56125085,6.111960156,6.435882494,6.666730073
1434,6.160515246,5.710934079,5.773262154,6.13545733,6.029688452,5.952741293,5.963956765,6.149489382,5.958298439,6.118382179,6.080400825,6.192866942,5.985392123
1435,2.402064385,2.389998104,2.389724686,2.410239785,2.389724686,2.394263259,2.485249444,2.389724686,2.389724686,2.390154585,2.404285549,2.389724686,2.446275834
1436,2.935668581,2.935668581,2.366028623,3.365476666,2.71625686,2.495377122,4.627629608,2.366028623,2.9398571,2.935668581,2.366028623,3.011880902,5.436895888
1437,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228,2.308750228
1438,2.30924632,2.309138501,2.309138501,2.303969907,2.309138501,2.316227,2.309138501,2.309138501,2.309138501,2.35197679,2.309138501,2.309138501,2.600332865
1439,5.033763514,3.227883429,2.955623074,4.199677335,2.850216163,5.716057767,5.843928634,2.813485409,4.502349704,4.054984383,2.823965862,3.519373221,4.498615845
1440,2.725424072,2.730380686,2.730380686,3.311677709,2.724005377,5.472766011,4.700272722,2.730380686,2.425912121,2.6936842,2.719804522,3.219131477,2.730380686
1441,2.30429878,2.302335427,2.302335427,2.30388787,2.302335427,2.302335427,2.794314692,2.302335427,2.302335427,2.318522667,2.302335427,2.302335427,2.302335427
1442,2.302335427,2.302335427,2.302731676,2.302335427,2.302335427,2.302350307,2.302335427,2.302335427,2.303417375,2.302335427,2.302335427,2.302335427,2.302503024
1444,2.302335427,2.302470142,2.302335427,2.305562626,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.303066411,2.302335427,2.302335427,2.302335427
1445,6.572349311,5.939446349,6.047049081,6.31971844,5.978680885,6.25158189,6.484584579,6.644578872,6.013418815,5.938743781,5.938743781,5.264520145,5.938743781
1446,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1447,2.302335427,2.302335427,2.302335427,2.302752564,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1448,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1452,7.521380112,7.418461504,7.433404733,7.602297249,7.456843824,7.867401509,7.44100713,7.587445693,7.358567192,7.346670879,7.45153465,7.788460342,7.90508277
1453,6.555070677,6.249884054,6.347205265,6.173812821,6.101689067,6.304910344,6.520162063,6.4221206,6.562488998,6.229055115,6.629808607,6.133283731,6.538568548
1454,4.581415142,4.539189436,4.757260593,4.477512802,4.608665565,4.8200826,4.618435916,4.515378439,4.591780786,4.567914607,4.72916273,4.456312836,4.400360654
1455,5.034560984,5.064308095,5.095052678,5.020834217,4.869359865,5.201191258,5.100455561,5.092347772,5.395762191,4.9405747,4.803953954,4.671067822,4.64124929
1456,5.361593459,4.742308308,4.961184959,5.147657301,5.0136889,5.514205543,4.991948025,5.224530639,5.128711249,5.028019135,5.028038459,4.845868674,5.030039479
1457,6.413286831,6.279446516,6.617076367,6.445330698,6.817654716,6.400251859,6.308921204,6.783620388,6.522992002,6.752966324,6.884503278,6.439796458,6.971778476
1459,5.687683947,6.30969074,6.390985805,6.169063268,6.690985856,6.220000367,5.873337676,6.315848833,5.882649726,6.432032946,6.373237415,5.909597231,6.538052103
1460,5.514897216,5.406175599,5.526291957,5.685161768,5.558231499,5.747273552,5.575586052,5.801460732,5.732193863,5.705942092,5.795543148,5.38646092,5.514024442
1462,5.626519296,3.656368586,3.421469758,4.241369003,3.376401805,5.068734433,4.405189958,3.972057122,4.158135608,5.368921352,4.171627221,3.660161503,5.620473632
1463,2.302335427,2.303105021,2.302335427,2.352716144,2.302962814,2.302335427,2.305009786,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1464,2.322700341,2.441317591,2.394164403,2.577855766,2.329337124,2.322700341,2.322700341,2.322700341,2.426982056,2.405512803,2.322700341,2.322700341,2.322700341
1465,7.021686491,6.91055483,7.693977965,6.464653099,6.645167398,6.830238326,6.967014503,6.588793194,7.33948267,8.041234597,8.085848479,6.983515348,7.284799297
1466,4.978105906,4.348363475,5.088180385,5.505343543,4.939406067,4.474162653,4.2855644,4.435670767,3.885768129,5.034638998,4.590015835,4.694213441,4.895763172
1468,2.407077481,2.55127195,2.388057009,2.388057009,2.388057009,2.388057009,2.388057009,2.388057009,2.388057009,2.402140438,2.637970779,2.388057009,2.388057009
1469,2.302335427,5.466693023,2.302335427,2.302335427,2.302335427,2.302335427,2.47116345,4.264571013,8.765438394,2.302335427,9.361662089,3.72074589,2.302335427
1470,2.302335427,2.439803737,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,4.471736799,2.302335427,3.41474457,2.302335427,2.302335427
1471,3.994982292,4.425974914,4.240899502,4.005231192,4.106706371,4.227527322,4.13887387,4.121205817,4.177115841,4.245093646,4.565401203,4.113490468,4.702439626
1472,2.302335427,3.964304289,2.302335427,2.302335427,2.302335427,2.302335427,2.569889009,2.678332979,7.969646566,2.302335427,6.8884784,2.302335427,2.302335427
1473,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1474,3.718528642,3.915414162,3.667536241,3.694364377,3.605015459,3.67617824,4.786600827,3.627730779,3.661048513,4.47472653,4.544627027,3.483259082,3.914656619
1475,9.585617622,9.004997241,8.808289842,9.90783465,9.502994259,10.06650522,10.70059186,9.120011866,11.24936852,9.704795101,11.14203554,9.918464513,10.22804448
1476,8.025529344,7.910001305,7.72121618,8.091931497,7.826418812,7.953068163,8.123480899,7.695174371,7.860484046,7.683252846,7.987385652,7.588194736,8.057959602
1477,4.498503812,4.775500495,4.949717628,4.654967027,4.588750004,4.535868282,4.90367575,4.43025345,4.459045049,4.506135314,4.459045049,4.459045049,4.445272322
1478,5.587586044,5.879701456,5.728912129,5.95357418,5.68306922,6.561987532,6.23595739,5.503320415,5.469138228,5.050737832,5.544638978,5.337074247,5.446793827
1479,8.355525885,8.350070328,8.533598267,8.455675947,8.656550871,8.431609354,8.373257151,8.595542385,8.665058715,8.206435437,8.376434983,8.455934571,8.468527915
1482,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.316080063,2.302335427,2.302335427
1485,2.30604111,2.302335427,2.304380831,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1486,3.95053978,3.724376767,3.805462781,4.037832991,3.591414552,4.23915134,4.066499848,4.448026457,4.204925931,4.323499319,4.299337092,4.280257516,4.533020239
1487,7.75220293,7.726579254,7.844723857,7.601761939,7.826275396,7.609355078,7.537458378,7.959732727,7.794641613,7.882397247,7.997214554,7.693159297,7.917596943
1488,7.868250833,7.888814839,7.874408816,7.9010851,7.611952919,8.325763471,7.937898261,7.615577419,7.760881787,8.040797406,7.774396798,7.763068507,7.940390173
1489,2.540994897,3.866763497,3.031825088,2.730437605,2.610009033,2.514934953,2.485022318,3.357541344,2.76353344,2.48249777,2.514934953,2.302335427,2.419009866
1490,11.29975855,11.4553728,10.9648753,11.18631882,10.07682747,11.29435491,11.15094898,10.07205569,10.76098713,10.951952,10.73733202,10.19232676,11.02671641
1491,2.347583784,2.359009758,2.345326911,2.357299359,2.350911107,2.347583784,2.44271257,2.365352975,2.347583784,2.347583784,2.343210833,2.335293071,2.347583784
1493,2.30530532,2.302335427,2.323075363,2.452877455,2.302335427,2.302335427,2.335427318,2.302335427,2.302335427,2.302335427,2.302335427,2.317675793,2.303211035
1495,8.254353863,8.27843956,8.414582373,8.443538261,8.225654779,8.474844279,8.575453517,8.302949677,8.515065914,8.613881226,8.706671711,8.458792286,8.766849776
1496,2.302335427,2.302335427,2.302335427,2.435304152,2.302341242,2.302335427,2.302335427,2.302335427,2.302335427,2.303642791,2.302335427,2.302335427,2.302335427
1497,3.187967242,3.011645259,2.889447521,3.891420553,2.970630201,3.822310399,3.411487954,3.277296033,3.273317772,2.733277387,3.178607,3.266333282,3.387770864
1499,9.910223011,9.899815066,9.89541548,9.664050372,10.23044805,9.793545918,9.52320131,10.07277972,10.2209033,10.00883841,9.932156426,10.41116397,10.16159604
1500,7.756128601,7.68968901,7.732206365,7.926638753,8.054946438,7.996328297,7.908189805,8.149993693,7.992892752,8.408074374,8.544610145,8.348598635,8.673449403
1501,2.304476544,2.304476544,2.381902591,2.304476544,2.302335427,2.304476544,2.322217865,2.304476544,2.303074165,2.304476544,2.304476544,2.304476544,2.304476544
1503,2.689596891,3.358152459,2.866327708,2.651119163,3.100156776,3.794088457,2.542124414,2.660468218,3.414036349,2.981775149,3.067350558,3.045737444,2.960201408
1504,2.302335427,2.462000168,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1506,2.302335427,2.30326018,2.302460019,2.371424327,2.302460019,2.302460019,2.302460019,2.302460019,2.302460019,2.302460019,2.302460019,2.302460019,2.302460019
1508,8.917657235,8.493567048,8.902495198,9.203636348,8.869079723,9.303930484,9.032798204,9.111336364,8.716829473,8.884131635,8.832561287,8.43634623,9.851039537
1509,8.077835006,7.910379469,8.50876259,8.551657599,7.7485583,7.982861939,8.261392766,8.071906729,8.006384469,8.497338874,8.325047602,7.470893857,9.67953109
1510,2.303686683,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1511,2.302335427,2.302335427,2.302335427,2.302565614,2.302335427,2.302335427,2.345327775,2.311134705,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1512,10.5592559,10.73787751,11.19389604,10.5304449,10.20478594,10.63105171,10.1732582,10.77502916,10.87164307,10.25820712,11.18452271,10.53773078,10.92284229
1513,2.350493664,2.410816003,2.328272218,2.481367579,2.404614497,2.404614497,2.370068693,2.775049001,2.404614497,2.404614497,2.675091497,2.593462403,2.754712015
1514,8.689160815,8.18250633,8.363607842,8.03781702,8.516019811,7.839168993,8.239864366,8.240887264,8.109941037,9.107320489,8.216952834,8.2500764,10.25779088
1515,2.631293803,2.373460099,2.39188323,4.023358101,3.345142321,2.370904246,2.373921993,2.374517223,4.9112453,3.752806513,3.163071162,2.373460099,3.776593342
1518,4.661337214,3.865783588,4.082323934,4.470802866,4.040848061,3.851843549,3.904273464,4.231477916,4.33066859,4.707482366,4.23048345,4.215746974,5.50659364
1519,6.201087208,6.516400379,7.030881184,6.75522088,6.518042615,7.134524896,7.235611322,6.558484859,6.652599181,6.303453938,5.698683164,6.257724943,6.330540216
1520,8.380118431,8.174833461,8.172780713,8.163663706,8.060770907,8.564658726,8.3915304,8.858530725,8.356955685,8.098711685,7.615696022,8.273414878,9.177726329
1521,2.329501067,2.329501067,2.329501067,2.329501067,2.329501067,2.329501067,3.006242917,2.329501067,2.329501067,2.329501067,2.329501067,2.477763993,4.246054085
1522,4.697375006,4.784301209,5.222522357,4.798654858,4.612353369,4.741419713,5.027986959,4.645508449,5.356400772,5.202586299,4.51597614,4.570413383,5.308778942
1523,4.578825145,4.297376849,4.355166053,4.460228234,4.545471552,4.735750017,4.406023637,4.656119729,4.413230272,4.517915933,4.326026349,4.104709264,4.627370292
1524,2.923687101,2.347310058,2.304125477,2.304125477,2.490917073,2.304125477,2.311608714,2.304125477,2.310469495,2.317717608,2.302481912,2.302864012,2.303919218
1525,5.981897335,6.400378322,6.261204585,6.219283171,6.461661508,6.292644776,6.191092696,6.547329425,6.453896028,6.578078336,6.707248021,6.258869603,6.414992502
1527,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1528,7.598237992,7.690908241,7.818315705,7.947459721,7.397699433,7.34628326,7.459315483,7.768696938,7.722911647,7.921117894,8.187025922,7.662983968,7.868247403
1534,7.382695582,7.41965797,7.415566504,7.553427286,7.74114578,7.555134295,7.588792465,7.324005158,7.720547857,7.695477756,7.890199709,7.32512503,7.886805615
1535,2.44487639,2.393975764,2.393975764,2.393975764,2.384837089,2.393975764,2.934749022,2.393975764,2.394402429,2.38836494,3.011902386,2.393975764,2.526142972
1536,4.924682609,3.425475319,3.786353224,4.21012831,4.00754632,3.834803807,4.989555451,3.335929355,4.525475195,5.15679211,3.499263962,4.174116665,6.779943139
1537,5.150328055,5.204262027,5.028498999,5.931155965,5.6922913,5.150328055,5.816720586,5.150328055,5.495078117,5.962980268,6.295838949,5.445992326,5.298813896
1538,2.302335427,2.320842942,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1539,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1540,3.723994466,3.429234046,3.665176417,4.007756712,3.738950799,3.679450056,3.954859387,3.805768651,3.641006417,3.583837453,3.5237553,4.144766575,3.796102142
1543,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
1544,3.941627766,3.949738359,3.789721588,3.953993028,3.958696098,3.888041323,3.725784619,4.111569164,3.85269546,3.838384727,3.89556434,3.969929083,3.770020368
1545,2.340398378,2.320206619,2.309894271,2.385375915,2.340808025,2.309894271,2.309894271,2.309894271,2.61382967,2.309894271,2.361282879,2.376313201,5.176737936
1548,5.420751495,6.181977649,5.93762321,5.194701808,5.733852134,5.203014963,4.664984857,5.574222856,7.334289745,5.369278099,5.529047229,5.232770961,4.730677962
1549,2.397466859,2.397466859,2.644491569,2.397466859,2.397466859,2.397466859,2.392463959,2.397466859,2.431797184,2.397466859,2.397466859,2.397466859,2.302335427
