ID_REF,GSM1583224,GSM1583225,GSM1583226,GSM1583227,GSM1583228,GSM1583229,GSM1583230,GSM1583231,GSM1583232,GSM1583233,GSM1583234,GSM1583235,GSM1583236
123,3.582185568,3.228394344,3.015875666,3.392250999,3.463669479,3.310669934,3.031966112,3.460393266,4.104184667,4.770767113,3.36002515,3.03253818,5.56479086
124,2.393591718,2.302335427,2.393591718,2.390937935,2.371966525,2.91484728,2.400545398,2.393591718,2.405976739,2.546093909,2.393591718,2.471839664,2.523800128
125,2.629408911,2.487696966,2.52155925,2.806734331,2.496116904,2.549354535,2.489042981,2.509759964,2.714918352,2.521757559,2.518882164,2.52155925,2.625412733
126,10.04896524,8.96370611,10.17575739,10.25072068,10.01683568,8.964730185,9.007212646,9.302843724,9.894743977,9.683886235,10.19603619,10.91465124,7.307214285
127,3.922801121,4.044992844,3.963189846,3.843897218,3.695302122,3.889898943,3.778104452,3.705041031,3.807292953,3.698055982,3.79490862,3.805450501,3.783377356
128,6.307229811,5.745581523,6.230477851,6.33046455,6.313916584,6.368898465,6.305829361,6.131909963,6.42250064,6.66199949,6.529190323,6.253248057,6.451361712
130,7.201064855,7.72684936,6.401539577,6.488157814,6.490175826,5.079541241,5.267755956,7.33908996,7.440484266,8.03236069,6.584104195,5.453235343,7.014349521
131,10.48698271,9.751349895,9.813939292,9.926214706,9.021083006,10.16359394,8.822972204,8.834081261,10.14796322,8.588787831,9.586472276,9.243235788,10.79436494
132,4.5833744,4.074648799,4.232457812,4.851057253,4.483296608,4.453079736,4.365258308,4.953963575,4.279384969,4.785135857,4.86868039,4.543495671,4.552458706
133,5.028638717,4.021776836,3.306566105,4.485196645,2.458194615,4.783990808,5.715143125,3.436592034,3.416030582,3.295494227,3.579758624,3.09143103,3.584776517
134,3.163244791,3.284735199,3.310969368,3.319715014,3.175053631,3.175053631,3.175053631,3.175053631,3.199989249,3.122586977,3.415291353,3.175053631,3.179383984
135,2.302335427,2.302335427,2.302335427,2.320552989,2.302335427,2.395897158,2.970755949,2.302335427,2.302335427,2.329578104,2.302335427,2.45415394,2.302335427
136,6.273520508,5.239049939,6.146751789,6.258254024,6.258254024,6.628310876,6.272816256,6.47051062,6.188790195,6.410354779,6.310643264,6.258254024,6.75424009
140,2.339426386,2.302335427,2.302335427,2.317532178,2.302486751,2.302335427,2.302335427,2.302335427,2.319762203,2.305036238,2.302335427,2.302335427,2.304761015
141,2.407234038,2.326524917,2.321399179,2.327419455,2.314815476,2.326524917,2.340657534,2.326524917,2.326524917,2.404367868,2.326524917,2.326524917,2.951660555
142,5.054905823,5.232237065,5.013903622,4.976012055,4.735830306,4.965809192,4.898129203,5.173887203,4.930366006,4.898129203,4.898129203,4.853592035,4.927149072
143,6.47203194,6.489729937,7.134231494,6.291214915,6.862613391,7.485492081,7.152565834,6.955232014,7.189111974,7.299501792,6.863095882,7.110165214,7.441007789
146,2.302335427,2.303308772,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302677507,2.302335427,2.302335427,2.302335427,2.302335427
147,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.390748648,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
148,2.303238572,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
150,2.302335427,4.481096157,4.46505427,4.844307768,3.920544224,5.656792946,2.659736176,4.309510953,5.184123746,3.031882043,5.828145334,4.2697373,4.433318485
151,2.571520725,2.322388443,2.392350381,2.322388443,2.322388443,2.302335427,2.322388443,2.302335427,2.322388443,2.322388443,2.322388443,2.322388443,2.339268828
152,2.302335427,2.620049725,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.500678114,2.302335427,2.302335427,2.302335427,2.302335427
153,4.078916965,4.616483351,4.554327516,4.071686717,4.320084806,4.038267985,4.153571297,4.657297943,4.32280814,4.23346447,4.321643887,4.164095097,4.334563518
154,6.772857336,5.635564201,5.871333298,6.064701657,5.975644842,7.301100866,6.888646959,6.339289683,5.083180873,7.203429661,5.61361844,5.614318952,6.750485439
155,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.307856038,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
156,2.316817403,2.319646605,2.326920735,2.321889806,2.319646605,2.319646605,2.397206077,2.321638529,2.319646605,2.319646605,2.376429325,2.319646605,2.319646605
157,6.346746668,6.231037651,6.581723621,6.127068068,6.264828115,6.24367656,5.819712086,6.291793312,6.485550333,6.118618792,6.125731844,5.804150884,6.402240356
158,6.510676098,6.387243687,6.648408463,6.434370152,6.649177137,6.650144044,6.257327543,6.867376171,6.648063976,6.453774058,6.238306191,6.354183312,6.116543699
159,7.330317799,7.740432198,7.693372651,7.644060425,7.955720309,7.54798732,7.136247064,7.78641608,8.444119149,7.673388304,7.654788647,7.557063171,7.839563087
160,2.903595762,2.915438297,2.920714631,2.865515968,2.845288336,2.833601363,2.900663134,2.911795014,2.804396123,2.792102003,3.185190561,2.89053292,2.831719912
161,3.868056458,3.814048166,4.00325657,3.827484109,4.368228901,3.818390687,4.215150079,4.01018724,3.823781552,3.95246704,3.989005522,3.792788118,4.017222886
162,5.697240831,6.113147889,5.934554038,5.650902809,5.741439062,5.252340443,5.898151388,5.537371815,5.251710109,6.34486433,7.02501117,5.645261316,6.53768088
163,5.421875634,5.791463821,5.724055347,6.249135766,5.998002121,7.45198639,6.22854892,5.474663599,6.630409612,5.465938969,6.588557533,5.36397516,6.27637695
164,7.804085294,8.196715827,8.058501127,8.307800491,7.91866064,8.399269371,8.210373791,8.189178054,8.235253662,8.059993223,8.182674238,8.527222094,8.497531714
165,4.540081266,3.807520642,3.820215036,3.820215036,3.848611805,3.807520642,3.820215036,4.057107026,3.820215036,3.844868866,3.844059615,4.159029898,3.808920635
166,7.403973763,7.858658714,8.571055792,7.298070261,7.396823587,6.573204355,8.159076058,7.198107935,8.051096985,8.640324645,9.919114389,8.316319288,8.309477377
167,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
172,3.46072167,3.557578318,3.927427843,3.498471452,4.05456515,3.654573063,3.26573242,3.472620907,3.585855488,3.520364839,3.342251744,3.37039822,3.330049645
173,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
174,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
175,4.507888112,4.140619651,4.660077112,4.566928593,4.445878938,4.67856365,4.263587352,4.106910163,4.376609109,4.675505458,4.248656913,4.413092589,5.000987397
176,2.33620147,2.33620147,2.33620147,2.33620147,2.33620147,2.344672541,2.33620147,2.33620147,2.345066086,2.33620147,2.33620147,2.33620147,2.33620147
177,2.317347537,2.317347537,2.317347537,2.317347537,2.317347537,2.317347537,2.317347537,2.317347537,2.317347537,2.305836904,2.317347537,2.317347537,2.317347537
178,7.761687345,7.154719527,7.168551731,7.521162488,7.434901051,7.458569433,6.914836415,7.946586134,7.95130127,7.530906946,7.122866672,7.458569433,7.710670555
181,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
182,6.259628898,5.672035325,5.946400125,5.936398837,6.196518401,5.912312797,5.613472225,5.835393922,5.563050469,6.415989703,6.029466398,6.089514756,5.530426407
183,2.305173696,2.436464979,2.679274094,2.383630231,2.305173696,2.542169736,2.437647347,2.57092269,2.305173696,2.322556187,2.305173696,2.305173696,2.305173696
185,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
186,2.302335427,2.312872187,2.302335427,2.302335427,2.303767763,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
187,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
189,2.302335427,2.302335427,2.303013604,2.302335427,2.302335427,2.302335427,2.326572541,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
190,2.302894813,2.303139353,2.302449159,2.302335427,2.302449159,2.302449159,2.302449159,2.302449159,2.302449159,2.302449159,2.302449159,2.302449159,2.302449159
191,5.284471511,4.420554126,5.403235469,5.189877759,5.729805276,5.568078662,5.200798005,5.133629326,5.293699535,5.72541966,5.974786157,5.364244485,5.415929534
196,7.917500205,7.56125123,7.315805392,7.776213519,7.102310703,8.304213439,8.39258135,7.774223894,7.834202927,7.324610497,7.741448127,7.498588562,8.020982342
197,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.349579592,2.302335427,3.519666491,2.302335427,2.302335427,2.302335427,2.302335427
199,4.575607435,2.974755495,3.039730385,4.203877591,3.098692645,3.563441778,5.539921877,2.380162456,4.513395117,5.247062259,2.775676652,4.325433655,6.584793995
202,6.828184773,6.580753442,7.10196721,7.060708009,6.77330864,7.027028992,6.745115828,6.676950775,6.993890984,7.179726859,6.734734622,7.685948852,7.140580909
203,6.518688864,6.694612078,7.045760647,6.647262609,6.84182256,6.631675371,6.360812738,6.699607974,7.146889827,6.558079451,7.000151872,5.6293472,6.424649812
204,4.861360915,5.170319546,4.880500743,5.465486139,5.387475607,5.108231572,5.24850141,5.080423537,5.320391393,5.02119904,5.149641567,5.745498442,5.022029766
205,3.662287036,3.24650221,3.109851668,3.434675169,3.375184634,3.334052285,2.890879673,3.10476973,2.946455415,3.272665296,3.429696468,3.24531574,3.28524361
207,4.695832356,4.834436197,5.088113934,5.358821343,4.58542748,4.567144716,5.459515921,4.705824829,5.314541685,5.373997544,6.106487128,4.95102119,4.753114879
208,5.250417664,5.015210447,5.330245663,5.227108106,5.303585754,4.952290356,5.003310208,5.278362967,5.056021642,5.229982154,5.373691352,5.07798725,4.939244471
210,4.951369143,4.847662681,5.075873541,4.611476026,4.782296095,4.794911377,4.618690129,4.585059686,4.813505877,4.733498917,4.631009023,4.344104844,4.702794403
211,6.194239924,6.531209993,6.25782916,6.003798242,5.045795746,6.620080025,7.147813512,5.109989876,5.919063035,6.008101687,6.25052484,6.037008354,7.124447692
212,4.320430923,2.302335427,2.302335427,2.302335427,2.302335427,2.351525065,2.302335427,2.302335427,2.306943112,2.302335427,2.302335427,2.302335427,2.302335427
213,2.309758957,2.309758957,2.324925302,2.309758957,2.314194185,2.303295706,2.325041598,2.339135989,2.310777614,2.313917539,2.309758957,2.309758957,2.309758957
214,9.396164543,9.318136784,9.633278184,9.09125019,8.948403385,9.665354771,9.095833594,9.712666291,9.520010258,9.583476174,9.617116422,10.09927133,10.41100588
215,2.332506815,2.332506815,2.364872196,2.332506815,2.340864062,2.337917166,2.386276558,2.332506815,2.332506815,2.332506815,2.332506815,2.332506815,2.332506815
216,12.94992588,13.14273914,13.22784722,13.24324852,13.04517711,13.11847162,12.2485396,13.23432223,13.03375574,13.16456808,13.53112009,13.20596138,13.56539829
217,10.78649901,10.21681213,10.57823102,10.78752395,10.65902581,10.57064856,10.61716035,10.9045011,10.70128514,11.27306637,10.90222733,10.66109465,11.62323907
218,9.92787491,8.533167243,9.700990457,8.399828535,8.690312151,10.27836056,7.338148521,6.620991932,8.628782257,8.691161723,8.765248762,8.507961293,10.74919344
219,5.816689405,5.777735316,6.05109507,5.778801583,5.66202313,5.500049813,5.617565198,5.885754321,5.748416391,5.655889975,6.155081626,5.782552993,5.641253334
220,5.101915167,5.298356128,5.162204917,5.184223583,5.097519962,5.670619724,5.712826718,5.22117855,5.473353007,5.43954643,6.02456716,5.151322518,5.928633278
221,6.382576157,6.943253302,7.253604426,6.36226105,6.316567953,6.161811083,6.59582449,6.653888209,6.597049815,6.626011349,7.427353609,6.342076075,6.733461672
222,3.848407118,3.854709226,3.990480903,4.038415021,3.848407118,4.004948261,4.010195524,3.834934899,3.851395424,4.108989176,3.939680293,4.167419664,3.699519827
223,9.364919996,9.198028423,9.364817831,9.198028423,9.266412436,9.198028423,8.423201696,9.369964545,9.365933795,9.232299427,9.262044305,9.227583859,9.380728125
224,9.816202378,8.752062386,9.030903749,9.395055173,9.978473187,8.656767064,8.038981542,9.673891642,8.787753722,9.726155979,9.055216492,9.261977973,9.345755033
225,2.478662057,2.927034801,2.478662057,2.361497342,2.478662057,2.489547907,2.489145416,2.529052417,2.489547907,2.489547907,2.489547907,2.489547907,2.361497342
226,8.019980322,7.878089614,8.073591028,7.84918434,7.656418323,7.667333565,8.358891107,7.440595507,8.18577197,8.555073615,9.113462916,8.203546367,8.745898475
228,2.302335427,2.464973469,2.302335427,2.302335427,2.302335427,2.327063254,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427,2.302335427
229,2.309065958,2.391018973,2.328590738,2.325170157,2.328590738,2.384172789,2.356716073,2.453966619,2.341618595,2.329633047,2.320876749,2.330914713,2.331902919
230,3.442259603,2.931165062,2.843394662,2.932976285,2.776405617,2.912842101,2.931165062,2.839679373,2.931165062,2.931165062,2.931165062,3.311470755,2.931165062
231,7.370696986,7.029911871,7.095391414,6.56522614,7.033956157,6.988667579,6.599434698,6.758069613,7.231335904,7.81143161,7.0326929,6.444032072,8.53599229
238,3.118296377,2.71832789,2.628616008,3.0056489,2.708672594,2.628616008,3.507799681,2.592320016,2.660084069,2.66629615,2.628616008,2.631839297,2.805865846
239,2.309962483,2.309962483,2.344055865,2.308360101,2.507993859,2.309962483,2.309962483,2.309962483,2.715815963,2.318099588,2.309962483,2.309962483,2.309962483
240,2.660057471,2.357059138,2.374756552,2.383671119,2.374756552,2.374756552,2.409102475,2.374756552,2.425910333,2.725168356,2.374756552,2.375748476,3.326731612
241,7.474312791,3.19243877,4.949704732,6.483196986,6.369043971,6.704355666,7.95175851,4.520397947,7.163153784,7.824723073,5.816567121,6.421632448,9.712805871
